AVG_GRD,Activity_Type,AvgCourse,AvgInstructor,Course,CourseTitle,CrsLvlNum,CrsPBAColl,CrsPBADept,CrsPBADiv,Honors,Hours,Instruction_Mode,Level,NComb,NIntrFCQ,N,PCT,RAP,Section,Subject,Subject_Label,Workload,YearTerm,Instructors
2.78,LEC - Lecture,4.33,5.18,1071,Finite Mathematics for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,030,MATH,Mathematics,,20137,
2.94,LEC - Lecture,3.79,3.8,1071,Finite Mathematics for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,040,MATH,Mathematics,,20137,
3,LEC - Lecture,3.49,3.7,1071,Finite Mathematics for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,050,MATH,Mathematics,,20137,
2.81,LEC - Lecture,3.37,3.27,1071,Finite Mathematics for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,060,MATH,Mathematics,,20137,
2.66,LEC - Lecture,2.83,2.94,1071,Finite Mathematics for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,070,MATH,Mathematics,,20137,
3.34,LEC - Lecture,,,1071,Finite Mathematics for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,,,0,281,MATH,Mathematics,,20137,
2.82,LEC - Lecture,4.88,5.44,1081,Calculus for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,010,MATH,Mathematics,,20137,
2.52,LEC - Lecture,4.54,5.22,1081,Calculus for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,020,MATH,Mathematics,,20137,
3.97,LEC - Lecture,3.44,4.5,1110,Mathematics for Elem Eductrs 1,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,001,MATH,Mathematics,,20137,
3.91,LEC - Lecture,4.75,5.38,1110,Mathematics for Elem Eductrs 1,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,002,MATH,Mathematics,,20137,
4,LEC - Lecture,4.32,4.63,1110,Mathematics for Elem Eductrs 1,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,003,MATH,Mathematics,,20137,
2.36,LEC - Lecture,4.36,4.96,1150,Precalculus Mathematics,1XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,1,,,0,010,MATH,Mathematics,,20137,
2.23,LEC - Lecture,4.48,5.25,1150,Precalculus Mathematics,1XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,1,,,0,020,MATH,Mathematics,,20137,
2.43,LEC - Lecture,4.44,5.07,1150,Precalculus Mathematics,1XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,1,,,0,030,MATH,Mathematics,,20137,
1.94,LEC - Lecture,4.42,5,1150,Precalculus Mathematics,1XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,1,,,0,040,MATH,Mathematics,,20137,
2.62,LEC - Lecture,,,1150,Precalculus Mathematics,1XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,,,,0,273,MATH,Mathematics,,20137,
2.88,LEC - Lecture,,,1150,Precalculus Mathematics,1XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,,,,0,310,MATH,Mathematics,,20137,
2.58,LEC - Lecture,4.69,4.92,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,001,MATH,Mathematics,,20137,
2.24,LEC - Lecture,4.27,4.3,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,002,MATH,Mathematics,,20137,
2.35,LEC - Lecture,4.22,4.56,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,003,MATH,Mathematics,,20137,
2.58,LEC - Lecture,4.62,4.78,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,004,MATH,Mathematics,,20137,
2.68,LEC - Lecture,4.53,4.83,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,005,MATH,Mathematics,,20137,
2.64,LEC - Lecture,4.02,4.67,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,006,MATH,Mathematics,,20137,
2.23,LEC - Lecture,4.15,5.03,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,007,MATH,Mathematics,,20137,
2.34,LEC - Lecture,4,4.87,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,008,MATH,Mathematics,,20137,
2.18,LEC - Lecture,4.47,5.22,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,009,MATH,Mathematics,,20137,
2.47,LEC - Lecture,3.69,3.62,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,010,MATH,Mathematics,,20137,
2.43,LEC - Lecture,4.17,4.85,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,011,MATH,Mathematics,,20137,
2.53,LEC - Lecture,4.86,5.41,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,012,MATH,Mathematics,,20137,
2.64,LEC - Lecture,4.67,5.7,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,013,MATH,Mathematics,,20137,
2.02,LEC - Lecture,3.91,4.92,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,014,MATH,Mathematics,,20137,
2.74,LEC - Lecture,4.71,5.18,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,015,MATH,Mathematics,,20137,
2.84,LEC - Lecture,5.18,5.2,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,016,MATH,Mathematics,,20137,
2.91,LEC - Lecture,5.22,5.35,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,017,MATH,Mathematics,,20137,
2.66,LEC - Lecture,4.36,4.17,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,018,MATH,Mathematics,,20137,
1.35,LEC - Lecture,3.86,3.59,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,019,MATH,Mathematics,,20137,
2.05,LEC - Lecture,5.05,5.18,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,020,MATH,Mathematics,,20137,
2.88,LEC - Lecture,4.23,4.97,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,021,MATH,Mathematics,,20137,
2.4,LEC - Lecture,4.48,4.8,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,022,MATH,Mathematics,,20137,
1.96,LEC - Lecture,4.74,5.26,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,023,MATH,Mathematics,,20137,
2.66,LEC - Lecture,4.96,5.29,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,024,MATH,Mathematics,,20137,
2.49,LEC - Lecture,,,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,,,,0,310,MATH,Mathematics,,20137,
1.77,LEC - Lecture,,,1300,Calculus 1,1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,,,,0,430,MATH,Mathematics,,20137,
3.41,LEC - Lecture,5.56,5.84,1310,"Calculus, Stochastics, and Modeling",1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,001,MATH,Mathematics,,20137,
2.75,LEC - Lecture,4.97,5.68,1310,"Calculus, Stochastics, and Modeling",1XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,002,MATH,Mathematics,,20137,
2.53,LEC - Lecture,4.95,5.36,2001,Introduction to Discrete Mathematics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,001,MATH,Mathematics,,20137,
2.34,LEC - Lecture,5.06,5.5,2001,Introduction to Discrete Mathematics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,002,MATH,Mathematics,,20137,
3.07,LEC - Lecture,4.63,5.06,2001,Introduction to Discrete Mathematics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,003,MATH,Mathematics,,20137,
2.43,LEC - Lecture,4.75,4.83,2001,Introduction to Discrete Mathematics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,004,MATH,Mathematics,,20137,
2.32,LEC - Lecture,4.72,5.15,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,001,MATH,Mathematics,,20137,
2.4,LEC - Lecture,4.23,3.89,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,002,MATH,Mathematics,,20137,
2.11,LEC - Lecture,3.89,3.82,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,003,MATH,Mathematics,,20137,
2.66,LEC - Lecture,4.38,4.76,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,004,MATH,Mathematics,,20137,
2.53,LEC - Lecture,5.04,5.59,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,005,MATH,Mathematics,,20137,
2.28,LEC - Lecture,4.93,5.55,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,006,MATH,Mathematics,,20137,
1.93,LEC - Lecture,4.07,4.4,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,007,MATH,Mathematics,,20137,
1.49,LEC - Lecture,4.65,5.1,2300,Calculus 2,2XXX,AS,MATH,NS,0,5,P  - In Person,Lower,1,2,,,0,008,MATH,Mathematics,,20137,
3.19,LEC - Lecture,3.86,3.95,2300,Calculus 2,2XXX,AS,MATH,NS,1,5,HN - Honors Thesis Courses,Lower,1,2,,,0,880,MATH,Mathematics,,20137,
3.47,LEC - Lecture,5.11,5.44,2380,Mathematics for the Environment,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,003,MATH,Mathematics,,20137,
2.02,LEC - Lecture,4.05,4.15,2400,Calculus 3,2XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,2,,,0,001,MATH,Mathematics,,20137,
2.46,LEC - Lecture,3.69,4.19,2400,Calculus 3,2XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,2,,,0,002,MATH,Mathematics,,20137,
2.76,LEC - Lecture,3.72,4.48,2400,Calculus 3,2XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,2,,,0,003,MATH,Mathematics,,20137,
2.63,LEC - Lecture,3.88,4.23,2400,Calculus 3,2XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,2,,,0,004,MATH,Mathematics,,20137,
2.75,LEC - Lecture,4.69,4.88,2400,Calculus 3,2XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,2,,,0,005,MATH,Mathematics,,20137,
2.8,LEC - Lecture,4.44,4.67,2400,Calculus 3,2XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,2,,,0,006,MATH,Mathematics,,20137,
2.53,LEC - Lecture,4.85,5.43,2400,Calculus 3,2XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,2,,,0,007,MATH,Mathematics,,20137,
2.24,LEC - Lecture,3.11,2.67,2400,Calculus 3,2XXX,AS,MATH,NS,0,4,P  - In Person,Lower,1,1,,,0,008,MATH,Mathematics,,20137,
2.68,LEC - Lecture,4.35,4.93,2510,Introduction to Statistics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,001,MATH,Mathematics,,20137,
3.26,LEC - Lecture,5.15,5.7,2510,Introduction to Statistics,2XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,,,0,002,MATH,Mathematics,,20137,
2.86,LEC - Lecture,5.23,5.94,3001,Analysis 1,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,003,MATH,Mathematics,,20137,
2.5,LEC - Lecture,,,3001,Analysis 1,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,004,MATH,Mathematics,,20137,
3.23,LEC - Lecture,3.74,4.56,3120,Functions and Modeling,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,002,MATH,Mathematics,,20137,
2.95,LEC - Lecture,2.92,2.56,3130,Introduction to Linear Algebra,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,001,MATH,Mathematics,,20137,
2.96,LEC - Lecture,4.74,4.79,3130,Introduction to Linear Algebra,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,002,MATH,Mathematics,,20137,
2.72,LEC - Lecture,2.95,2.21,3130,Introduction to Linear Algebra,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,003,MATH,Mathematics,,20137,
3.2,LEC - Lecture,5.12,5.56,3130,Introduction to Linear Algebra,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,004,MATH,Mathematics,,20137,
3.25,LEC - Lecture,4.62,4.85,3140,Abstract Algebra 1,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,001,MATH,Mathematics,,20137,
2.89,LEC - Lecture,5.25,5.88,3140,Abstract Algebra 1,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,002,MATH,Mathematics,,20137,
2.26,LEC - Lecture,5.42,5.67,3170,Combinatorics 1,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,001,MATH,Mathematics,,20137,
3.05,LEC - Lecture,2.42,2.74,3510,Introduction to Probability and Statistics,3XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,001,MATH,Mathematics,,20137,
2.28,LEC - Lecture,3,2.69,4430,Ordinary Differential Equations,4XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,002,MATH,Mathematics,,20137,
2.02,LEC - Lecture,4.78,4.55,4430,Ordinary Differential Equations,4XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,003,MATH,Mathematics,,20137,
2.9,LEC - Lecture,4.32,4.63,4470,Partial Differential Equations,4XXX,AS,MATH,NS,0,3,P  - In Person,Upper,2,1,,,0,001,MATH,Mathematics,,20137,
2.23,LEC - Lecture,2.61,2.23,4510,Introduction to Probability Theory,4XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,001,MATH,Mathematics,,20137,
2.82,LEC - Lecture,5.11,5.11,4510,Introduction to Probability Theory,4XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,002,MATH,Mathematics,,20137,
3.58,LEC - Lecture,5.86,6,4730,Set Theory,4XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,001,MATH,Mathematics,,20137,
2.98,SEM - Seminar,3.8,3.7,4820,History of Mathematical Ideas,4XXX,AS,MATH,NS,0,3,P  - In Person,Upper,1,1,,,0,001,MATH,Mathematics,,20137,
4,PRA - Practicum,,,5905,Mathematics Teacher Training,5XXX,AS,MATH,NS,0,1,P  - In Person,Masters,1,,,,0,002,MATH,Mathematics,,20137,
3.98,LEC - Lecture,3.4,3.18,6210,Introduction to Topology 1,6XXX,AS,MATH,NS,0,3,P  - In Person,Masters,1,1,,,0,001,MATH,Mathematics,,20137,
4,LEC - Lecture,5.63,5.88,6240,Introduction to Differential Geometry 2,6XXX,AS,MATH,NS,0,3,P  - In Person,Masters,1,1,,,0,001,MATH,Mathematics,,20137,
3.93,LEC - Lecture,5,5,6270,Theory of Groups,6XXX,AS,MATH,NS,0,3,P  - In Person,Masters,1,1,,,0,001,MATH,Mathematics,,20137,
3.58,LEC - Lecture,5,5.62,6310,Introduction to Real Analysis 1,6XXX,AS,MATH,NS,0,3,P  - In Person,Masters,1,1,,,0,001,MATH,Mathematics,,20137,
4,LEC - Lecture,4.55,5.44,6350,Functions of a Complex Variable 1,6XXX,AS,MATH,NS,0,3,P  - In Person,Masters,1,1,,,0,001,MATH,Mathematics,,20137,
3.85,LEC - Lecture,5.11,5.3,6550,Introduction to Stochastic Processes,6XXX,AS,MATH,NS,0,3,P  - In Person,Masters,1,1,,,0,001,MATH,Mathematics,,20137,
2.84,LEC - Lecture,4.19,4.82,1030,"Molecules, Plagues and People",1XXX,AS,MCDB,NS,0,3,P  - In Person,Lower,1,1,,,0,001,MCDB,Molecular Cell & Dev Biology,,20137,
2.47,LEC - Lecture,,,1030,"Molecules, Plagues and People",1XXX,AS,MCDB,NS,0,3,P  - In Person,Lower,1,,,,0,170,MCDB,Molecular Cell & Dev Biology,,20137,
3.22,LEC - Lecture,3.33,3.33,1030,"Molecules, Plagues and People",1XXX,AS,MCDB,NS,1,3,P  - In Person,Lower,1,1,,,0,880,MCDB,Molecular Cell & Dev Biology,,20137,
2.75,LEC - Lecture,4.23,4.38,1150,Introduction to Cellular and Molecular Biology,1XXX,AS,MCDB,NS,0,3,P  - In Person,Lower,2,2,,,0,001,MCDB,Molecular Cell & Dev Biology,,20137,
2.91,LEC - Lecture,4.49,4.74,1150,Introduction to Cellular and Molecular Biology,1XXX,AS,MCDB,NS,0,3,P  - In Person,Lower,1,2,,,0,002,MCDB,Molecular Cell & Dev Biology,,20137,
3.23,LEC - Lecture,,,1150,Introduction to Cellular and Molecular Biology,1XXX,AS,MCDB,NS,0,3,P  - In Person,Lower,1,,,,0,190,MCDB,Molecular Cell & Dev Biology,,20137,
3.1,LEC - Lecture,,,1150,Introduction to Cellular and Molecular Biology,1XXX,AS,MCDB,NS,0,3,P  - In Person,Lower,1,,,,0,191,MCDB,Molecular Cell & Dev Biology,,20137,
2.52,LEC - Lecture,,,1150,Introduction to Cellular and Molecular Biology,1XXX,AS,MCDB,NS,0,3,P  - In Person,Lower,1,,,,0,430,MCDB,Molecular Cell & Dev Biology,,20137,
3.32,MLS - Main Lab,4.88,5.47,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,001,MCDB,Molecular Cell & Dev Biology,,20137,
3.49,MLS - Main Lab,4.75,5.38,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,002,MCDB,Molecular Cell & Dev Biology,,20137,
3.23,MLS - Main Lab,4.23,4.35,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,003,MCDB,Molecular Cell & Dev Biology,,20137,
3.55,MLS - Main Lab,4.71,5.14,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,004,MCDB,Molecular Cell & Dev Biology,,20137,
3.36,MLS - Main Lab,4.13,5.13,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,005,MCDB,Molecular Cell & Dev Biology,,20137,
3.6,MLS - Main Lab,4.92,5.67,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,006,MCDB,Molecular Cell & Dev Biology,,20137,
3.35,MLS - Main Lab,5.26,5.79,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,2,1,,,0,007,MCDB,Molecular Cell & Dev Biology,,20137,
3.42,MLS - Main Lab,4.76,5.53,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,008,MCDB,Molecular Cell & Dev Biology,,20137,
3.88,MLS - Main Lab,3.64,5.54,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,2,1,,,0,009,MCDB,Molecular Cell & Dev Biology,,20137,
3.81,MLS - Main Lab,5.14,5.86,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,010,MCDB,Molecular Cell & Dev Biology,,20137,
3.66,MLS - Main Lab,4.8,5,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,011,MCDB,Molecular Cell & Dev Biology,,20137,
3.42,MLS - Main Lab,5.18,5.54,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,012,MCDB,Molecular Cell & Dev Biology,,20137,
2.79,MLS - Main Lab,4.79,5.36,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,2,1,,,0,013,MCDB,Molecular Cell & Dev Biology,,20137,
3.08,MLS - Main Lab,5.25,5.58,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,014,MCDB,Molecular Cell & Dev Biology,,20137,
3.03,MLS - Main Lab,4.36,4.91,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,015,MCDB,Molecular Cell & Dev Biology,,20137,
3.18,MLS - Main Lab,4.75,5.67,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,016,MCDB,Molecular Cell & Dev Biology,,20137,
3.63,MLS - Main Lab,3.88,5.18,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,2,1,,,0,017,MCDB,Molecular Cell & Dev Biology,,20137,
3.36,MLS - Main Lab,4.82,5.65,1151,Introduction to Cell and Molecular Biology Lab,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,018,MCDB,Molecular Cell & Dev Biology,,20137,
,SEM - Seminar,3.78,3.94,1152,Problem Solving Co-Seminar for Introduction to Molecular and Cellular Biology,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,2,,,0,001,MCDB,Molecular Cell & Dev Biology,,20137,
,SEM - Seminar,4.37,4.63,1152,Problem Solving Co-Seminar for Introduction to Molecular and Cellular Biology,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,2,,,0,002,MCDB,Molecular Cell & Dev Biology,,20137,
,SEM - Seminar,4.78,4.89,1152,Problem Solving Co-Seminar for Introduction to Molecular and Cellular Biology,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,2,,,0,003,MCDB,Molecular Cell & Dev Biology,,20137,
,SEM - Seminar,4.6,4.93,1152,Problem Solving Co-Seminar for Introduction to Molecular and Cellular Biology,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,2,,,0,004,MCDB,Molecular Cell & Dev Biology,,20137,
,SEM - Seminar,4.76,4.85,1152,Problem Solving Co-Seminar for Introduction to Molecular and Cellular Biology,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,2,,,0,006,MCDB,Molecular Cell & Dev Biology,,20137,
,SEM - Seminar,3.95,4.1,1152,Problem Solving Co-Seminar for Introduction to Molecular and Cellular Biology,1XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,2,,,0,007,MCDB,Molecular Cell & Dev Biology,,20137,
3.34,MLS - Main Lab,5.6,5.43,1161,From Dirt to DNA: Phage Genomics Laboratory I,1XXX,AS,MCDB,NS,0,2,P  - In Person,Lower,1,2,,,1,800,MCDB,Molecular Cell & Dev Biology,,20137,
2.59,LEC - Lecture,3.95,3.81,2150,Principles of Genetics,2XXX,AS,MCDB,NS,0,3,P  - In Person,Lower,1,1,,,0,001,MCDB,Molecular Cell & Dev Biology,,20137,
3.43,MLS - Main Lab,4.47,4.8,2151,Principles of Genetics Laboratory,2XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,001,MCDB,Molecular Cell & Dev Biology,,20137,
3.43,MLS - Main Lab,4.82,5.18,2151,Principles of Genetics Laboratory,2XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,002,MCDB,Molecular Cell & Dev Biology,,20137,
3.51,MLS - Main Lab,4.67,5.25,2151,Principles of Genetics Laboratory,2XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,003,MCDB,Molecular Cell & Dev Biology,,20137,
3.54,MLS - Main Lab,4.42,5.33,2151,Principles of Genetics Laboratory,2XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,004,MCDB,Molecular Cell & Dev Biology,,20137,
3.03,MLS - Main Lab,3.63,5.25,2151,Principles of Genetics Laboratory,2XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,005,MCDB,Molecular Cell & Dev Biology,,20137,
3.04,MLS - Main Lab,4.33,5.67,2151,Principles of Genetics Laboratory,2XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,006,MCDB,Molecular Cell & Dev Biology,,20137,
,SEM - Seminar,5.5,5.83,2152,Problem Solving Co-Seminars for Genetics,2XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,001,MCDB,Molecular Cell & Dev Biology,,20137,
,SEM - Seminar,5.27,5.2,2152,Problem Solving Co-Seminars for Genetics,2XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,002,MCDB,Molecular Cell & Dev Biology,,20137,
,SEM - Seminar,5,5.5,2152,Problem Solving Co-Seminars for Genetics,2XXX,AS,MCDB,NS,0,1,P  - In Person,Lower,1,1,,,0,003,MCDB,Molecular Cell & Dev Biology,,20137,
2.72,LEC - Lecture,4.54,4.82,3135,Molecular Cell Biology I,3XXX,AS,MCDB,NS,0,3,P  - In Person,Upper,1,1,,,0,001,MCDB,Molecular Cell & Dev Biology,,20137,
3.63,MLS - Main Lab,4.92,5.58,3140,Cell Biology Laboratory,3XXX,AS,MCDB,NS,0,2,P  - In Person,Upper,1,1,,,0,013,MCDB,Molecular Cell & Dev Biology,,20137,
3.42,MLS - Main Lab,4.18,4.67,3140,Cell Biology Laboratory,3XXX,AS,MCDB,NS,0,2,P  - In Person,Upper,1,1,,,0,014,MCDB,Molecular Cell & Dev Biology,,20137,
3.74,MLS - Main Lab,4.83,5.5,3140,Cell Biology Laboratory,3XXX,AS,MCDB,NS,0,2,P  - In Person,Upper,1,1,,,0,015,MCDB,Molecular Cell & Dev Biology,,20137,
3.83,MLS - Main Lab,4.78,5.89,3140,Cell Biology Laboratory,3XXX,AS,MCDB,NS,0,2,P  - In Person,Upper,1,1,,,0,016,MCDB,Molecular Cell & Dev Biology,,20137,
3.86,MLS - Main Lab,4.23,4.15,3140,Cell Biology Laboratory,3XXX,AS,MCDB,NS,0,2,P  - In Person,Upper,1,1,,,0,017,MCDB,Molecular Cell & Dev Biology,,20137,
3.86,MLS - Main Lab,4.75,5.25,3140,Cell Biology Laboratory,3XXX,AS,MCDB,NS,0,2,P  - In Person,Upper,1,1,,,0,018,MCDB,Molecular Cell & Dev Biology,,20137,
3.53,LEC - Lecture,5.26,5.46,3650,The Brain - From Molecules to Behavior,3XXX,AS,MCDB,NS,0,3,P  - In Person,Upper,1,1,,,0,001,MCDB,Molecular Cell & Dev Biology,,20137,
